id,source,text,rater1,rater2
47,lucene,How about switching documentCache off?,NL,NL
48,lucene,A - Rich document processing (Wor,NL,NL
49,lucene,- > > > > > > > > <field column=\full_name\ xpat0Aand can be used as a !DataSource. It must be3A//abc.com/a.txt\ dataSource=\data-source-name\>,Not,NL
50,lucene,{code:title=solrconfig.xml},Not,Not
320,lucene,A [junit] Running org.apache.solr.request.JSONWriterTest,Not,Not
52,lucene,That may be the way to g,NL,NL
53,lucene,<field name=\foo\>lat lon</field>,Not,Not
54,lucene,Add Query Spellchecker functionality,NL,NL
55,lucene,Spatial feature set for distance searching (restricted by distance) &,NL,NL
56,lucene,http://master_host:port/solr/replication?command=backup<,Not,Not
57,lucene,anytime lucene jars are upgrade,NL,NL
58,lucene,the SolrCoreAware impl-s again so that the impl-s can assign the new,NL,NL
59,lucene,Just need to synch the distibution with the maven repositories,NL,NL
60,lucene,lucene in some structure (see other thread),NL,NL
61,lucene,Changed the input validation to only do basic input validation. We now only check if the thing looks like an UUID.,NL,NL
62,lucene,You're a mind reader ;-),NL,NL
63,lucene,long b=A[i+4,Not,Not
449,lucene,[junit] Test org.apache.solr.TestDistributedSearch FAILED,Not,Not
65,lucene,This changes AddUpdateCommand to want 'update' and depricates the other flags,NL,NL
472,lucene,Lately I been seeing the following in my solrconfig.xml,NL,NL
67,lucene,Here I submit a patch that allows for such subclassing. The change that is done to the code base in the following steps:,NL,NL
563,lucene,// generated from pop_array via sed 's/A\\[\\([^]]*\\)\\]/\\(A[\\1] \\& B[\\1]\\)/g',NL,Not
22,lucene,Attachments: SOLR-193-SolrDocument.patc,Not,NL
70,lucene,you probably need to get your user-id approved.,NL,NL
71,lucene,download external JARs (we replaced all the LGPL code and persuaded,NL,NL
72,lucene,at org.apache.solr.handler.dataimport.DocBuilder.deleteAll(DocBuilder.java:275),Not,Not
73,lucene,what???,NL,NL
74,lucene,Are you suggesting dropping SolrCoreAware and replace it with IndexSchemaAware ?,NL,NL
75,lucene,: Maybe it belongs in solrconfig.xml as an option on the standard,NL,NL
76,lucene,This patch extends StatsComponent to multivalued fields by adding a method to the UnInvertedField which populates a StatsValues instance as it iterates across attribute values.,NL,NL
77,lucene,Solr must declare crypto usage pending SOLR-282,NL,NL
78,lucene,The patch file to grab is solr-215.patch.zip (see MISC session below).,NL,NL
23,lucene,Key: SOLR-1532,Not,NL
80,lucene,That will find more matches. See recent threads around fuzzy search.,NL,NL
81,lucene,facet count for the non-collapsed value then when I click on that facet,NL,NL
82,lucene,If one were using the standard request handle,NL,NL
83,lucene,A at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:27),Not,Not
84,lucene,<property name='mp0'>a value</property>  <!-- a basic property -->,Not,Not
85,lucene,at org.apache.solr.schema.FieldType.storedToIndexed(FieldType.java:248),Not,Not
86,lucene,method,NL,NL
87,lucene,If you think it was sent incorrectly contact one of the administrators: http://issues.apache.org/jira/secure/Administrators.jspa,NL,NL
88,lucene,Whenever possible,NL,NL
89,lucene,could do the job with either,NL,NL
90,lucene,// an interface for objects that support the scheme,NL,NL
91,lucene,protocol.java:583),Not,Not
24,lucene,*	*alias*: adds an alias to this SolrCore,Not,NL
93,lucene,On Thu Jack wrote,NL,NL
94,lucene,public int unionSize(DocSet other) {,Not,Not
95,lucene,Change Admin components to return XML like the rest of the system,NL,NL
96,lucene,For facetA and facetB it is easy to select the correct fq=FACET:value . But to be able to see the document that have missing facets one needs to specifiy a NOT fq= for every value in the facet.,NL,NL
97,lucene,Assertion is that the result is And (forceFirstLetter = true),NL,NL
98,lucene,an offhand comment I saw recently reminded me of something that really bugged me about the serach solution i used *before* Solr -- it didn't play nicely with HTTP caches that might be sitting in front of it.,NL,NL
99,lucene,<fieldtype name=\text_ngram\ class=\solr.TextField\ positionIncrementGap=\100\>,Not,Not
100,lucene,URL: https://issues.apache.org/jira/browse/SOLR-1322,Not,Not
101,lucene,make SolrDispatchFilter look up another init parameter,NL,NL
102,lucene,- Custom IndexSearcher that ties into realtime subsystem,NL,NL
37,lucene,Reporter: Chris Male,NL,NL
104,lucene,URL: https://issues.apache.org/jira/browse/SOLR-205,Not,Not
105,lucene,+   // TODO: We have some constants in SolrQueryRequestBas,NL,NL
106,lucene,[junit] 2008-08-05 18:08:57.314::INFO:  Shutdown hook complete,Not,Not
107,lucene,Constants in org.apache.solr.schema aren't visible to classes outside that package,NL,NL
108,lucene,<property name=\ctlField\ value=\core0\/>,Not,Not
109,lucene,function querie,Not,Not
110,lucene,[junit] Severe_errors_in_solr_configuration__Check_your_log_files_for_more_detailed_information_on_what_may_be_wrong__If_you_want_solr_to_continue_after_configuration_errors_change____abortOnConfigurationErrorfalseabortOnConfigurationError__in_solrconfigxml___orgxmlsaxSAXParseException_Premature_end_of_file__at_orgapachexercesparsersDOMParserparseUnknown_Source__at_orgapachexercesjaxpDocumentBuilderImplparseUnknown_Source__at_javaxxmlparsersDocumentBuilderparseDocumentBuilderjava98__at_orgapachesolrcoreConfiginitConfigjava104__at_orgapachesolrschemaIndexSchemareadSchemaIndexSchemajava395__at_orgapachesolrschemaIndexSchemainitIndexSchemajava95__at_orgapachesolrcoreCoreContainercreateCoreContainerjava340__at_orgapachesolrcoreCoreContainerreloadCoreContainerjava402__at_orgapachesolrhandlerSnapPuller$2runSnapPullerjava378_,Not,Not
111,lucene,Let me again say how impressed I am with Solr!  The documentation has,NL,NL
112,lucene,h4. Technical specifications,NL,NL
113,lucene,- > > > > > > A tempDir=\${build.dir.backwards}/test\,Not,Not
114,lucene,me:,NL,NL
115,lucene,<flags>65535</flags>,Not,Not
116,lucene,If we were to create class loaders not per instance but per 'lib' directory,NL,NL
117,lucene,[ http://issues.apache.org/jira/browse/SOLR-58?page=comments#action_12458631 ],Not,Not
118,lucene,traditional single core to usage to multicore usag,NL,NL
119,lucene,View this message in context: http://www.nabble.com/synonyms-tf4925232.html#a14096050,NL,NL
120,lucene,set since others may be using the same one.,NL,NL
121,lucene,I'm using the python response format for several one-off scripts (it's,NL,NL
122,lucene,You put in a lower bound of \abc\,NL,NL
39,lucene,+ JETTY-258 duplicate log message in ServletHandler,Not,NL
124,lucene,[ https://issues.apache.org/jira/browse/SOLR-896?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ],Not,Not
51,lucene,+ JETTY-297 Recreate tmp dir on stop/start,Not,NL
126,lucene,(including the StandardRequestHandler that want to use the basic,NL,NL
127,lucene,Primary and Secondary don't quite sound right for the Solr,NL,NL
64,lucene,Uwe Schindler commented on SOLR-1677:,NL,NL
129,lucene,java:633),Not,Not
130,lucene,: -<a name=\N10095\></a><a name=\Core\></a>,Not,Not
131,lucene,$ ant -Drun.clover=true clean clover test,Not,Not
66,lucene,Components: update,NL,NL
68,lucene,* Shard/SolrCore distribution and management,Not,NL
134,lucene,I hope this can make it simpler to implement SOLR-1131,NL,NL
135,lucene,committed r899580,NL,NL
69,lucene,Attachments: SOLR-1553.patch,Not,NL
137,lucene,A [junit] Running org.apache.solr.highlight.HighlighterTest,Not,Not
138,lucene,throw e;,Not,Not
139,lucene,at javax.servlet.http.HttpServlet.service(HttpServlet.java:689),Not,Not
140,lucene,HashDocSet.andNotSize(other,Not,Not
141,lucene,If mlt.boost=true then you get normalized boost multiplied by specified,NL,NL
142,lucene,[junit] 2008-03-25 11:25:21.256::INFO:  Shutdown hook executing,Not,Not
143,lucene,<mkdir dir=\${dist}\ />,Not,Not
144,lucene,- Of course.,NL,NL
79,lucene,Kay Kay updated SOLR-914:,NL,NL
146,lucene,while an \sint\ field will show,NL,NL
92,lucene,Total time: 32 minutes 6 seconds,Not,NL
148,lucene,We can think of supporting this too ...,NL,NL
149,lucene,Thanks for this effort.  I'll commit your tests after you make these adjustment,NL,NL
150,lucene,http://pyro.holsman.net:9081/top/ -- slightly obfuscated queries (to,NL,NL
151,lucene,OK... looks like we'll need to re-spin.,NL,NL
152,lucene,// maxDocs-triggered autoCommit,Not,Not
153,lucene,why don't you use fq parameter: fq=permission:yes in your case?,NL,NL
154,lucene,core = new SolrCore(\foo,Not,Not
155,lucene,go for it....,NL,NL
156,lucene,Personal,NL,NL
103,lucene,noble.paul edited comment on SOLR-486 at 7/22/08 9:32 PM:,NL,NL
125,lucene,Attachments: SOLR-767.patch,Not,NL
159,lucene,behavior.  The only reason i think we should eventually change this will,NL,NL
128,lucene,- Data import handler - if use,NL,NL
161,lucene,body data. For example,NL,NL
162,lucene,character stream.\ Is there something obvious I'm doing wrong? Does the,NL,NL
163,lucene,URL: http://issues.apache.org/jira/browse/SOLR-20,Not,Not
132,lucene,shared,NL,NL
165,lucene,Attachment: SOLR-604.patch,Not,NL
166,lucene,Noble Paul updated SOLR-1600:,NL,NL
167,lucene,Modified:,NL,NL
133,lucene,+ JETTY-175 JDBCUserRealm use getInt instead of getObject,NL,NL
169,lucene,checkpoint patch,NL,NL
170,lucene,: Cool - just checking that it was appropriate - wasn't sure if that stuff,NL,NL
171,lucene,i'm confused ... assuming these facet counts are for field \facetField\ then can't all the docs counted by facet.missing be retrieved using: {{fq=-facetField:[* TO *]}} ?,NL,NL
172,lucene,<property name=\java.vm.specification.vendor\ value=\Sun,Not,Not
173,lucene,4. solr-server (war),Not,Not
136,lucene,Ryan McKinley updated SOLR-695:,NL,NL
175,lucene,* with stream.BODY - puts the content of the parameter into a stream,NL,NL
176,lucene,[junit] 2008-08-25 08:09:17.842::INFO:  Shutdown hook complete,Not,Not
177,lucene,-solr-1.1.0-incubating\\example\\ext\\mx4j.jar,Not,Not
178,lucene,http://www.lucidimagination.com/search/document/79b65c358374d10/jira_convention_resolved_vs_closed,Not,Not
179,lucene,interface and includes a concrete implementation (SimpleSolrDoc),NL,NL
180,lucene,C:\\Documents and Settings\\yaponte\\Configuration,Not,Not
181,lucene,I'll take a look at it and see see about getting it working,NL,NL
182,lucene,@@ -18,Not,Not
183,lucene,URL: https://issues.apache.org/jira/browse/SOLR-1353,Not,Not
184,lucene,[ https://issues.apache.org/jira/browse/SOLR-567?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12595580#action_12595580 ],Not,Not
185,lucene,(and leaving src/webapps/src where it is leaves open the possibility of me,NL,NL
186,lucene,client/ruby/solr-ruby/test/unit/spellcheck_response_test.rb,Not,Not
187,lucene,- > > > > > > <sysproperty key=\lucene.common.dir\ file=\${common.dir}\ />,Not,Not
188,lucene,might be \foo,NL,NL
189,lucene,_acceptorThread[_acceptor]=current;,Not,Not
190,lucene,the lastModifiedSince and expires headers and not Tomcat. Similiarily,NL,NL
191,lucene,: +  </form>,Not,Not
192,lucene,is top priority.,NL,NL
193,lucene,Environment: My local MacBook pro laptop.,NL,NL
194,lucene,On Dec 1,NL,NL
157,lucene,Attachments: SOLR-1470.patch,Not,NL
160,lucene,Attachments: rss2.patch,Not,NL
197,lucene,org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterCh,Not,Not
164,lucene,Noble Paul updated SOLR-1164:,NL,NL
199,lucene,ok,NL,NL
200,lucene,My team has hit the maxDocBytesToAnalyze limitation a while back and decided to add a quick configuration parameter to solr-config.xml. I'll attach a patch momentarily (based on Solr 1.2.0 source code) that includes the implementation.,NL,NL
201,lucene,Make XMLWriter write out xml that references the SOLR response XSD/DTD,NL,NL
202,lucene,I think this is patch #,NL,NL
203,lucene,* Conforms (mostly) to PEP 8 -- the Python Style Guide,NL,NL
204,lucene,A possible solution to the windows replication problem would be.,NL,NL
205,lucene,zookeeper... prob want that for cluster management anyway),NL,NL
206,lucene,Here is one example.  Imagine a field called \IDs\ that can have 1 or more tokens in it and imagine docs with the following \IDs\ get returned:,NL,NL
207,lucene,How would you feel about an interface like this:,NL,NL
208,lucene,Attachment: SOLR-879.patch,Not,NL
209,lucene,manipulate the data in between those two stages.,NL,NL
210,lucene,lookup tables because the tables get either too large or need too many,NL,NL
211,lucene,Related: SOLR-575,Not,NL
212,lucene,fine,NL,NL
213,lucene,CoreContainer serialization keeps properties as defined; persistence is idem-potent. (ie property expressions are writte,NL,NL
214,lucene,contrib/javascript/src/core/QueryItem.js,Not,Not
215,lucene,PrintWriter out = response.getWriter();,Not,Not
216,lucene,added explicit calls to substituteProperties to perform property/include expansion,NL,NL
217,lucene,Subject: REMINDER: ***  Board Reports DUE! ***,NL,NL
168,lucene,Hoss Man commented on SOLR-689:,NL,NL
219,lucene,Javadoc,NL,NL
220,lucene,2. The response.setContentType() encoding of the page.,NL,NL
221,lucene,public void testInterface(),Not,Not
174,lucene,Affects Versions: 1.3,Not,NL
223,lucene,public int compareTo(CountPair<,Not,Not
224,lucene,As the trunk stands no,NL,NL
225,lucene,at javax.xml.parsers.DocumentBuilder.parse(Unknown Source),Not,Not
226,lucene,I believe that the main thing missing is the various functions (which,NL,NL
227,lucene,From the comment in solrconfig.xml,NL,NL
228,lucene,: + <html>,Not,Not
229,lucene,If the conditions are too tigh,NL,NL
195,lucene,Shalin Shekhar Mangar updated SOLR-1604:,NL,NL
231,lucene,The field declaration could be as follows,NL,NL
232,lucene,: Should Solr have a tab on Lucene's home page?  Other incubating,NL,NL
233,lucene,[ https://issues.apache.org/jira/browse/SOLR-192?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12523042 ],Not,Not
234,lucene,: > > A Assert.assertEquals( item.categories.length,Not,Not
235,lucene,Environment: Java - Lucene - Solr - DataImportHandler,Not,Not
236,lucene,<xs:element type=\xs:int\ name=\flags\ maxOccurs=\1\/>,Not,Not
237,lucene,The side effect is that this also allows different indexes.,NL,NL
238,lucene,I guess it hasn't been a high priority since it deals with handling of,NL,NL
239,lucene,at hudson.model.Build.run(Build.java:88),Not,Not
196,lucene,At 11:30 PM -0800 2/21/0,Not,NL
241,lucene,cache is not to avoid OOM. Set your cache sizes correctly for that. And,NL,NL
242,lucene,Or... ??,NL,NL
243,lucene,# SolrResourceLoader keeps a reference to the CoreDescriptor to get access to the core specific properties.,NL,NL
244,lucene,This patch clashes with the changes in SOLR-55,NL,NL
245,lucene,AU  client/ruby/flare/public/images/pie_76.png,Not,Not
246,lucene,- proxying requests,NL,NL
247,lucene,java -Durl='http://localhost:8983/solr/core1/update' -jar post.jar mon*.xml,Not,Not
198,lucene,Attachments: SOLR-864.patch,Not,NL
249,lucene,character set conversion facilities (InputStreamReader,NL,NL
250,lucene,Solr too.,NL,NL
251,lucene,general web,NL,NL
252,lucene,Seems to me that solr-255/solr-215 features are mostly orthogonal; solr-255 allows one core to use multiple indexe,NL,NL
222,lucene,Grant Ingersoll reassigned SOLR-330:,Not,NL
230,lucene,Reporter: Janne Majaranta,NL,NL
255,lucene,some fields/methods are changed from private to public/protected so that this can be used extend the format,NL,NL
240,lucene,Context.registerEventListener(listener,Not,Not
257,lucene,int numWords) {,Not,Not
258,lucene,: > -Yonik,NL,NL
259,lucene,awesome,NL,NL
260,lucene,out,NL,NL
261,lucene,* @param name Name of the dataSource as defined in the dataSource tag,NL,NL
262,lucene,You should be seeing a log message similar to:,NL,NL
263,lucene,[junit] 2008-08-07 08:23:49.035::INFO:  Shutdown hook complete,Not,Not
264,lucene,/solr/admin/stats.js,Not,Not
265,lucene,https://issues.apache.org/jira/browse/SOLR-1527,Not,Not
266,lucene,+    c = d.connect(url,Not,Not
267,lucene,is named after one specific feature of the application.,NL,NL
248,lucene,Duplicate of SOLR-940.,Not,NL
269,lucene,And see if that helps. I had the same problem (different language.),NL,NL
270,lucene,Currently DIH fails completely on any error. We must have better control on error behavior,NL,NL
271,lucene,[ https://issues.apache.org/jira/browse/SOLR-773?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12757684#action_12757684 ],Not,Not
272,lucene,{code}rsp.setHttpCaching(true/false);{code},Not,Not
273,lucene,URL: https://issues.apache.org/jira/browse/SOLR-1590,Not,Not
274,lucene,URL: http://svn.apache.org/viewvc/lucene/solr/trunk/client/java/solrj/src/org/apache/solr/client/solrj/embedded/EmbeddedSolrServer.java?rev=678624&r1=678623&r2=678624&view=diff,Not,Not
253,lucene,[shalin] SOLR-1053 -- IndexOutOfBoundsException in SolrWriter.getResourceAsString when size of data-config.xml is a multiple of 1024 bytes,Not,NL
276,lucene,From solr-user...,NL,NL
277,lucene,deleted.Where i have to deleted the searched result.In which class?,NL,NL
278,lucene,I wrote a simple SearchComponent on the plane the other day that gives access to Lucene's TermEnum capabilities.  I think this will be useful for doing auto-suggest and other term based operations.  My first draft is not distribute,NL,NL
279,lucene,to why the change was made.,NL,NL
280,lucene,This passes a new test that adds the same doc multiple times.  BUT it does commit each time.,NL,NL
281,lucene,bq.That's a good idea - but do we actually use any iterator or Iterable objects?,NL,NL
282,lucene,people should be fine with trunk,NL,NL
283,lucene,This version adds a CloseHook to SolrCore.  The test now looks like:,NL,NL
254,lucene,Key: SOLR-418,Not,NL
285,lucene,default empty parameter for \sort\,NL,NL
286,lucene,that know they need certain options could either not use the factor,NL,NL
287,lucene,I've somewhat agressively removed issues that were labeled 1.3 by,NL,NL
288,lucene,Should this be changed?,NL,NL
256,lucene,Ryan McKinley reassigned SOLR-602:,NL,NL
290,lucene,<lst name=\genre\>,Not,Not
291,lucene,--Noble Paul,NL,NL
292,lucene,[javac] /tmp/apache-solr-nightly/contrib/dataimporthandler/target/classes,Not,Not
268,lucene,Issue Type: Task,Not,NL
294,lucene,@@ -2,Not,Not
275,lucene,Key: SOLR-716,Not,NL
296,lucene,h4. Technical specifications,NL,NL
297,lucene,-Mike,NL,NL
298,lucene,// first create the partial reuters index,NL,NL
299,lucene,: String name = request.getParameter(\name\);,Not,Not
300,lucene,+ request = Solr::Request::AddDocument.new([{:title => \A...A<<A$?A-APA1/4AY=\,Not,Not
284,lucene,Reporter: bram de jong,NL,NL
302,lucene,2010-02-22 22:24:30.722::WARN: org.mortbay.jetty.webapp.WebAppContext@7f5580{/sol,Not,Not
303,lucene,import org.apache.solr.schema.FieldType;,Not,Not
304,lucene,URL: https://issues.apache.org/jira/browse/SOLR-1591,Not,Not
305,lucene,[junit] request: http://localhost:9999/solr/update?wt=javabin&version=2.2),Not,Not
306,lucene,The problem is: every core re-instance the connectionpool (this seems to,NL,NL
307,lucene,I'll seriously vote to call it \Apache Solr Miller Edition\ if you pay for,NL,NL
308,lucene,Date: Sat Jun 10 19:18:38 2006,Not,NL
309,lucene,<long name=\id\>35</long>,Not,Not
310,lucene,-Cache Query objects in handlers ??,NL,NL
311,lucene,at java.lang.Thread.run(Thread.java:595),Not,Not
312,lucene,contrib/javascript/lib/jsdoc/jsdoc-toolkit/app/test/jsdoc_test.js,Not,Not
289,lucene,On 10/12/0,NL,NL
314,lucene,@@ -13,Not,Not
315,lucene,projects have a tendency to create their own words to somewhat,NL,NL
316,lucene,cumulativeStats.add(cache.getStats());,Not,Not
317,lucene,+ A private NativeFSLockFactory lockFactory;,Not,Not
318,lucene,: +  out.println(\  <threadDump>\);,Not,Not
319,lucene,Each slave is doing 4 updates to zk per second in this case. You are more reliant on having a stable framework for Z,NL,NL
293,lucene,Key: SOLR-1638,Not,NL
321,lucene,the solr-user mailing list,NL,NL
322,lucene,[ https://issues.apache.org/jira/browse/SOLR-532?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ],Not,Not
323,lucene,[line 221] A getFieldParam(field,Not,Not
324,lucene,contrib/javascript/lib/jsdoc/jsdoc-toolkit/templates/jsdoc/allclasses.tmpl,Not,Not
325,lucene,Suggestion#1...,NL,NL
295,lucene,: Date: Tue,Not,NL
327,lucene,What about a new parameter like collapse.facet=[pre|post] ?,NL,NL
328,lucene,analysis.jsp messes up token positions,NL,NL
329,lucene,[ https://issues.apache.org/jira/browse/SOLR-1044?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12678121#action_12678121 ],Not,Not
330,lucene,public int intersectionSize(DocSet other) {,Not,Not
331,lucene,If you don't see solr.xml,NL,NL
332,lucene,i,Not,Not
333,lucene,y__8983__solr/webapp/WEB-INF/lib/xpp3-1.1.3.4.O.jar;C:\\DOCUME~1\\yaponte\\CONF,Not,Not
334,lucene,\If you can't find it,NL,NL
335,lucene,Solr is taking.,NL,NL
301,lucene,Attachments: SOLR-350-jsp-fixes.patch,Not,NL
337,lucene,* ant dist -> creates a single js file and a jar that holds velocity templates.,NL,NL
338,lucene,If this is a feature and not a bug please change the issue type,NL,NL
339,lucene,For one of our projects - we need custom admin monitoring hooks that,NL,NL
340,lucene,Map<fieldName,Not,Not
341,lucene,regardless of the number of core,NL,NL
342,lucene,SomeFactory.future fx = Compatibility.cast(SomeFactory.future.class,Not,Not
343,lucene,Yet another possibility: http://wiki.apache.org/incubator/Cassandra,NL,NL
344,lucene,SolrJ does not support binding of dynamic fields to bean fields,NL,NL
345,lucene,ConcurrentModificationException,Not,Not
346,lucene,As pointed out in this thread...,NL,NL
347,lucene,separate name so it doesn't appear that you're actually installing,NL,NL
348,lucene,Sorry for all the question,NL,NL
349,lucene,: I'd serve the page,NL,NL
350,lucene,q=solr&start=0&rows=10,Not,Not
351,lucene,+ Added error handling for incorrect keystore/truststore password in,NL,NL
352,lucene,When i search for a word say \international,NL,NL
353,lucene,+ > > <test-macro pattern=\T\/>,Not,Not
354,lucene,We had something internally,NL,NL
355,lucene,[ https://issues.apache.org/jira/browse/SOLR-1869?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12854983#action_12854983 ],Not,Not
356,lucene,The wiki (http://wiki.apache.org/solr/UpdateXmlMessages) explains that,NL,NL
357,lucene,URL: https://issues.apache.org/jira/browse/SOLR-1728,Not,Not
358,lucene,A [junit] Running org.apache.solr.OutputWriterTest,Not,Not
359,lucene,We also are not storing the OCRed text.  Since the total size of the index,NL,NL
360,lucene,For several areas in this patch,NL,NL
361,lucene,[junit] 2008-04-02 08:16:37.542::INFO:  Shutdown hook executing,Not,Not
362,lucene,right place to me.,NL,NL
313,lucene,Key: SOLR-350,Not,NL
364,lucene,I guess I'm confused by TokenStream Factories - if you mean,NL,NL
365,lucene,Properties contex,NL,NL
366,lucene,at org.apache.lucene.search.highlight.Highlighter.getBestTextFragments(Highlighter.java:239),Not,Not
367,lucene,XmlUpdateRequestHandler.log.warn(\unexpected attribute,Not,Not
368,lucene,<!--'text' is an implicit field emited by TikaEntityProcessor . Map it appropriately-->,Not,NL
369,lucene,... much more,NL,NL
370,lucene,ache\\solr\\client\\solrj\\beans\\Field.java.tmp:33:38:expecting LPARE,Not,Not
371,lucene,Committed revision 745615.,NL,NL
372,lucene,What Bob doesn't realize (and what Carl wasn't aware of) is that elsewhere in his schema.xml file,NL,NL
373,lucene,I'm not sure if i agree with that statement .. i would think that figuring,NL,NL
374,lucene,number based on how long the entire response took to generate/sen,NL,NL
375,lucene,DirectUpdateHandler2:,Not,Not
376,lucene,<HTTP>,Not,Not
326,lucene,Key: SOLR-645,Not,NL
378,lucene,files included in release that shouldn't be,NL,NL
379,lucene,: insist that using the core before 'init' has been called would lead to,NL,NL
380,lucene,[javac] C:\\workspace\\TTT\\src\\java\\org\\apache\\solr\\util\\CommonParams.java:164:,Not,Not
381,lucene,changes are needed that would be easier to make here.,NL,NL
382,lucene,View this message in context: http://www.nabble.com/dynamic-filtering-tp20079841p20080481.html,NL,NL
383,lucene,WhitespaceTokenizer... at that point,NL,NL
384,lucene,guess what?!?,NL,NL
385,lucene,[junit] 2008-08-27 08:17:29.377::INFO:  Shutdown hook complete,Not,Not
386,lucene,Would it make more sense for DIH to farm out it's content acquisition to a,NL,NL
387,lucene,http://www.nabble.com/Re%3A-svn-commit%3A-r547495---in--lucene-solr-trunk%3A-example-solr-conf-solrconfig.xml-src-java-org-apache-solr-handler-StaxUpdateRequestHandler.java-src-java-org-apache-solr-handler-UpdateRequestProcessor.jav-tf3950072.html#a11206583,Not,Not
388,lucene,The code can be written against JDBC. But we need to test the DDL and,NL,NL
389,lucene,: +<?xml-stylesheet type=\text/xsl\ href=\analysis.xsl\?>,Not,Not
336,lucene,STATUS:,Not,NL
391,lucene,<str>runUpdate</str>,Not,Not
363,lucene,Ryan McKinley commented on SOLR-555:,NL,NL
393,lucene,To solve this problem we can simply add two methods to the SolrQueryResponse class (like void setAvoidHTTPCaching(boolean) and boolean isAvoidHTTPCaching() - the default for the value would be false). The update request handlers should set this to true all the time. The partial response stuff can set this to true as well.,NL,NL
