ID,Mika,Fabio,Disagreement,Text
192,1,1,FALSE,"The unused enum is harder. I think the issue is that because we don't have external crate support in the build system, we're compiling our byteorder dependency as a module instead of a crate. That means that just declaring items public isn't sufficient to show them as used because they're no longer exported. Therefore anything we don't call ourselves generates an dead_code warning. I'm not sure what do do about that. We could try to strip that section, but that makes updates messy."
193,2,1,TRUE,Android CPU ABI	armeabi-v7a
194,1,1,FALSE,Needinfo :wayne to help with comment #3
195,2,2,FALSE,FAIL: Busted: ts_cold_generated_max
196,1,1,FALSE,"So, more tests are good."
197,1,1,FALSE,Another thing is that when you force mozilla to maximize while in fullscreen
198,1,1,FALSE,"-- 4xp -- (this works in NS 4.x, Helvetica/sans-serif doesn't, but this is only"
199,1,1,FALSE,Integrated in Mozilla with minor tweaks.
200,1,1,FALSE,"* In particular, never accept text/* (except maybe text/plain if that is currently common) or other nonsense-for-fonts content types."
201,1,1,FALSE,If I'm correct the normal format to pass a username and password:
202,1,1,FALSE,"Hmm, I guess on the one hand I can understand the desire for a consistent behaviour across all of Mozilla's products. On the other hand, I'd like to argue that there's also the consistency across the Android platform to be considered."
203,2,2,FALSE,"19:43:18     INFO -   1  xul.dll!mozilla::TrackUnionStream::ProcessInput(__int64,__int64,unsigned int) [TrackUnionStream.h:ef40d40dd8c9 : 77 + 0x25]"
204,1,1,FALSE,Review of attachment 8688627:
205,1,1,FALSE,3. look at the bootom of pages for overlaping row
206,2,2,FALSE,pexit:  14
207,1,1,FALSE,Have to manually use mouse to click... or the Alt key to access the menu bar.
208,2,1,TRUE,automated report - http://www.mathies.com/mozilla/bug1116884.txt
209,2,2,FALSE,User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20130320 Firefox/21.0
210,2,2,FALSE,"User-Agent:       Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/125.4 (KHTML, like Gecko) Safari/125.9"
211,2,2,FALSE,rv = uuidgen->GenerateUUIDInPlace(&uuid);
212,1,1,FALSE,1) Update a Aries to 20151208121557
213,1,1,FALSE,"No, the HTML editor just has a dummy implementation:"
214,2,1,TRUE,Firmware Version: L1TC10011800
215,1,1,FALSE,"I was not able to uplift this bug to v1.2.  If this bug has dependencies which are not marked in this bug, please comment on this bug.  If this bug depends on patches that aren't approved for v1.2, we need to re-evaluate the approval.  Otherwise, if this is just a merge conflict, you might be able to resolve it with:"
216,1,1,FALSE,blizzard- on the patch
217,1,1,FALSE,Sorry I didn't answer earlier to your responses as I somehow didn't get any
218,1,1,FALSE,Jeff et al: some more info.  The DOM itself does not appear to hold this
219,1,1,FALSE,"after fix for the ""view page source"" crash, a ""view page source"" on a trunkated"
220,1,1,FALSE,Actual results:
221,2,2,FALSE,"nsEventListenerManager::HandleEventSubType  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/content/events/src/nsEventListenerManager.cpp, line 1655]"
222,2,2,FALSE,reflow: 0.24ms
223,1,1,FALSE,"Might be related: holding middleclick button on a normal webpage makes the autoscroll image jump around the webpage, like it's sending the middleclick button event again."
224,1,1,FALSE,Checking in regress-341821.js;
225,2,2,FALSE,xpos -= (screenViewLocX + mRect.width) - screenRightTwips;
226,1,1,FALSE,See David's review comment in bug 921892. We should test that we treat v1 roots as isCA==true and other v1 certificates as isCA==false.
227,2,2,FALSE,https://treeherder.mozilla.org/logviewer.html#?job_id=32898128&repo=mozilla-inbound
228,2,2,FALSE,User-Agent:       Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; MSN 6.1; MSNbMSFT; MSNmen-ca; MSNc00; v5m)
229,2,2,FALSE,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; de-DE; rv:1.7.5) Gecko/20041122 Firefox/1.0
230,1,1,FALSE,Sucks if you wanted to keep some of those links.
231,1,1,FALSE,what happens w/ images off? [i suspect htmltables]
232,1,1,FALSE,"Roland, can you please share what was the number you used and the number with international prefix you got?"
233,2,2,FALSE,BuildID: 20140514024003
234,1,1,FALSE,"Does Win10 actually send WM_WINDOWPOSCHANGING to windows even when ""accent color change"" only?"
235,2,2,FALSE,"int 1, nsCollapsingMargin & {...}, int 1, nsMargin & {...}, unsigned int & 0)"
236,2,2,FALSE,Java: J2RE v. 1.3.1_01a
237,1,1,FALSE,"However, I wonder (along the lines of alecf's comments) why these checks aren't"
238,1,1,FALSE,"Not that I've heard, but I only go back so far... :)"
239,1,1,FALSE,button? I think it can be categorized as not horrible though quite annoying...
240,2,2,FALSE,"vec4 temp = texture2D(uSamplerUnused, vec2(vTextureCoord.s, vTextureCoord.t)); // *"
241,1,1,FALSE,"I do not believe that this is a duplicate of bug 594500. This bug refers to touchpad scrolling, and that one refers to the mouse wheel. The circumstances also appear different, because it seems that the symptoms of the mouse wheel can be resolved at least partially without closing all pdf tabs in the window. The touchpad will not work outside of pdfs until all pdfs are closed."
242,1,1,FALSE,Environmental Variables:
243,2,2,FALSE,Gecko: 9b9aad4197d9
244,1,1,FALSE,const - that might be why you forgot to free it :-) feel free to fix that as
245,2,2,FALSE,https://hg.mozilla.org/mozilla-central/rev/8294084bb6fa
246,2,2,FALSE,https://hg.mozilla.org/integration/mozilla-inbound/rev/c6ca2340a718
247,1,1,FALSE,fails whenever we use any video controls. details as follows:
248,1,1,FALSE,"2. Load https://www.youtube.com/watch?v=2fFYObYJG1k , seek to near the end, play to end."
249,1,1,FALSE,I should try with v188 to see if that makes a difference...
250,1,1,FALSE,Sorry for the typo. Type is privileged.
251,1,1,FALSE,"As Gabriele mentioned in comment 15, I think our current design is acceptable. PIN/PUK code input screen appears at various places, for example, entering Message will trigger the screen, at this point, making emergency call is not what user intends to do. As a result, emphasizing ""you can still make emergency call when SIM is locked"" would seem unnecessary and further complicates the PIN/PUK screen. Thanks!"
252,2,2,FALSE,line 3581]
253,2,2,FALSE,chrome://glob
254,1,1,FALSE,"The only styles in there is the ""bgcolor=white"", which is displaying correctly. Did you link to the correct page? Resolving this as INVALID since the page is displaying fine, until I hear otherwise."
255,1,1,FALSE,"But you're right: in general, we need to have the same policy for Android, FX OS, and our desktop browser, and that's something we're trying to figure out right now. This is something we would need to agree on with the privacy team."
256,2,2,FALSE,Vendor ID: 0x8086
257,1,1,FALSE,bottom of the query list page.
258,1,1,FALSE,"Or even more precisely, the sessionstore slowdown is not quite 2x; more like 1.5x, on the slower path.  But still there."
259,1,1,FALSE,"Type in the ""Get Quote:"" field a stock name, e.g. CSCO and press go"
260,2,2,FALSE,"Microsoft H.261 Video Codec,0x00200000,1,1,qcap.dll,6.05.3790.3959"
261,1,1,FALSE,Bisection found Bug 1279503 - part 2 Push Notifications don't work in e10s depending on process configuration
262,2,2,FALSE,"@@ +1166,5 @@"
263,1,1,FALSE,where this is being leaked from then a plus is a possibility. putting on minus
264,1,1,FALSE,Firefox crashes back to my desktop and offers to send an error report.
265,2,2,FALSE,XREMain::XRE_mainRun() (in xul.pdb)
266,1,1,FALSE,"Also, page JS execution halts rather than getting a catchable exception."
267,1,1,FALSE,"Duh, the reason the stack depth is 2 when the error is being reported is super-simple: JSOP_MOREITER does a PUSH_NULL() right away, so any error from its implementation will find the post-op stack depth, not the pre-op that is expected by bytecode analysis up to but not including that op."
268,1,1,FALSE,It's set to false for testing.
269,1,1,FALSE,* Fixes bug in nsGlobalWindow::DisableDeviceSensor where we call through to RemoveWindowListener while there are still valid listeners
270,2,2,FALSE,"#1  0x401a21a0 in pthread_cond_wait (cond=0x80ae354, mutex=0x80ae36c)"
271,2,2,FALSE,20:38:55 INFO - sp = 0x5c7fa0f8 lr = 0x63a87cf5 pc = 0x63a87cf5
272,1,1,FALSE,Update URL for test cases created for this user story. Dialer suite will be selected and tested as well.
273,2,2,FALSE,"Date: Wed, 22 Mar 2006 20:43:34 GMT"
274,1,1,FALSE,"oh yeah, that seems to be a problem with the progress curtain showed. I've found the same problem also in the Contacts 'Loading Contacts' screen."
275,1,1,FALSE,the value returned is a framebuffer value it shouldn't be gamma corrected.
276,2,2,FALSE,http://bugzilla.mozilla.org/show_bug.cgi?id=104663#c0
277,1,1,FALSE,"Oops, backed out because of silly jsuword/uint64 incompatibility on 64-bit osx64:"
278,2,2,FALSE,Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7) Gecko/20040510 Firefox/0.8.0+ (Darkstar)
279,1,1,FALSE,For the current test case the 'changebar' texts should be aligned with the line
280,1,1,FALSE,"i can still see this problem using 2.0.0.9 , Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.9) Gecko/20071025 Firefox/2.0.0.9 ! doesn't work for me , Windows XP, please re-open"
281,1,1,FALSE,It doesn't look like you addressed this.
282,1,1,FALSE,"If we can't get a handle on the sqlite crash, I can easily disable PGO when building sqlite."
283,1,1,FALSE,"""Crucial"" is a strong word, however I am of the firm opinion that authors should"
284,1,1,FALSE,Either this patch or bug 801488's patches caused mochitest browser-chrome crashes on all platforms. Backed out.
285,1,1,FALSE,"Er, My Lord, they're coming from the hills."
286,2,2,FALSE,"aCommandName=0xbfea95cc ""cmd_insertHTML"", aParams=0xb1156f18,"
287,1,1,FALSE,line:
288,1,1,FALSE,I apologize if you feel that I was arrogant for trying to explain what may be going on with the additional problem you cited. I would like more info on that but that should be in another bug to prevent this bug if anyone decides to.
289,2,2,FALSE,16:27:17     INFO -  chrome://mochitests/content/browser/toolkit/components/thumbnails/test/browser_thumbnails_bg_destroy_browser.js:runTests:19
290,2,2,FALSE,12:41:44     INFO -  01-30 15:27:33.206    45    45 I Gecko   : MARIONETTE TEST RESULT:TEST-PASS | test_conference.js | call state - connected should equal connected
291,1,1,FALSE,"As you can see directly underneath the Submit button, the image was not"
292,1,1,FALSE,"Peter, do you think you'll be able to take this one? Otherwise we need to find another owner."
293,1,1,FALSE,"Upon further review, the ARMv6 chips that support Thumb-2 don't support the entire instruction set. Better to restrict to ARMv7 and higher."
294,1,1,FALSE,after try https://tbpl.mozilla.org/?tree=Try&rev=43962b33583f
295,1,1,FALSE,"Hi Vicamo,"
296,2,2,FALSE,return new Promise(resolve => manager.onFinished = resolve);
297,1,1,FALSE,"Anyway, I think the only place NS_ERROR_DOM_INVALID_STATE_ERR can come from is ScriptExecutorRunnable::ShutdownScriptLoader when aResult is false and mScriptLoader.mRv.Failed() is also false.  And as the comments there say, this can only happen if we totally fail to allocate the global in GetOrCreateGlobalScope() or if ScriptExecutorRunnable::Cancel gets called."
298,1,1,FALSE,"I went to java and downloaded 1.4.2_03, and both mozilla and 7.1 immediately"
299,2,2,FALSE,Build Identifier: Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.6b) Gecko/20031213 Firebird/0.7+
300,1,1,FALSE,Reproducible: Always
301,1,1,FALSE,"However, I do not see why we should treat differently suggestions picked with"
302,1,1,FALSE,Reduced case:
303,2,2,FALSE,13  @media not all and (-moz-physical-home-button) {
304,1,1,FALSE,Note that these applets load perfectly fine when there are no
305,2,1,TRUE,Product	Firefox
306,1,1,FALSE,"I'm OK with omitting it in the case you quoted (and the analogous rtFrame case), though I disagree that it's redundant there.  Technically, the assertion is simply checking that ""either there are no children, or the first child is a ruby base frame"", which is a pretty limited-in-scope thing to claim.  The  assertion-message that I suggested adding (""base container should only have ruby base frames as children"") isn't just a re-stating of the assertion condition (if it were, I'd agree RE redundancy) -- instead, it expresses the higher-level reason that we expect the assertion to hold."
307,2,2,FALSE,5.0; rv:1.9b2pre) Gecko/2007120703 SeaMonkey/2.0a1pre
308,1,1,FALSE,I hope these slides can be helpful to illustrate my thoughts:
309,1,1,FALSE,private:
310,2,2,FALSE,gklayout.lib(nsComboboxControlFrame.obj) : error LNK2001: unresolved external sy
311,1,1,FALSE,0 bytes file should not stay.
312,1,1,FALSE,"opt-out: I don't have a ready rule-of-thumb for making the privacy trade-off here.  In terms of utility, we currently get only a low volume of measurements on the equivalent opt-out metrics, we could certainly use more measurements if you think the cost acceptable.  In terms of privacy cost, this metric is predominantly about sites rather than users."
