ID,Mika,Fabio,Disagreement,Text
92,1,1,FALSE,"@U7P7RBJEA hmm that should do the trick$ kubectl get svc --namespace kube-system | grep traefik traefik-ingress-service NodePort 10.233.54.87 <none> 80:32077/TCP,8080:30175/TCP 29d traefik-web-ui ClusterIP 10.233.52.169 <none> 80/TCP 29d $ curl -L 10.233.52.169:80 <!doctype html> <html ng-app=traefik>"
93,2,2,FALSE,Oct 26 16:42:20 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.999680 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54068: remote error: tls: bad certificate
94,1,1,FALSE,@masteinhauser You want -> @liggitt
95,1,1,FALSE,@danb https://kubernetes.io/docs/concepts/configuration/assign-pod-node/ may help
96,2,2,FALSE,kris-mbp:virtualbox-cluster kris$ cat pv-test.yaml
97,2,2,FALSE,"/usr/sbin/nginx,-s,quit"
98,1,1,FALSE,"thx a lot folks, it workedI read thro the docs and they had mentioned that entrypoint is equivalent to command in kubernetes and since docker run -it --entrypoint /bin/bash worked, I assumes it was correct"
99,1,1,FALSE,What is the kube-test-image running?
100,2,2,FALSE,gcloud container clusters get-credentials $CLUSTER_NAME_STG
101,1,1,FALSE,"@U7L73A2RE FYI, I just checked the docs on what you stated and it sounds like that shouldn't be allowed, but it definitely seems like it could be based around the ClusterRole scope versus a RoleBinding scope"
102,1,1,FALSE,Can I instruct deployment to deploy pods on all nodes matching label=X rather than specifying replication factor?
103,1,1,FALSE,@3molo Hi Mate How I can do that?
104,1,1,FALSE,The most filled disk is 83%. still 20G free
105,2,2,FALSE,root 560 0.0 0.2 34424 2796 ? R+ 16:59 0:00 ps aux
106,1,1,FALSE,@carldanley its a bug in the doc. should be /nginx-ingress-controller --version
107,1,1,FALSE,"@U7Q9UM449 Hmm I've not tried connecting with Wifi Adapters - not the best way of doing it imo. Hardwired ethernet connectors will give you the best internet speeds, and unless you have a fool in your office, they won't be unplugged."
108,1,1,FALSE,"Yeah not hard, just not super dynamic. I think I can do some bash foo to automate most of it though"
109,2,1,TRUE,ERROR: logging before flag.Parse: W1026 21:48:07.659838 1 server.go:64] Error getting metrics from dnsmasq: read udp 127.0.0.1:57985->127.0.0.1:53: read: connection refused
110,2,2,FALSE,E1026 22:03:50.476932 1 reflector.go:199] k8s.io/dns/vendor/k8s.io/client-go/tools/cache/reflector.go:94: Failed to list *v1.Endpoints: Get https://10.210.0.1:443/api/v1/endpoints?resourceVersion=0: dial tcp 10.210.0.1:443: i/o timeout
111,1,1,FALSE,In your kube-apiserver have you setup client-ca-file?
112,1,1,FALSE,So what I did is added /etc/systemd/system/docker.service.d/docker-thinpool.conf --exec-opt native.cgroupdriver=systemd Then Restart Docker Deamon Then reset kubeadm then fire kubeadm init
113,1,1,FALSE,"heh, newbie here, sorry"
114,1,1,FALSE,"Hi, I have a container that runs as a pod with the entrypoint , /apps/mst/deployments/scripts/app_deploy.sh, but it crashes on start.To debug that, I thought I'll override the entrypoint thro kubernetes spec by command: [/bin/bash]. But still crashes.....am I doing it the right way?"
115,1,1,FALSE,ohhh
116,2,1,TRUE,starting container process caused \\\exec: \\\\\\\/bin/sh\\\\\\\: stat /bin/sh: no such file or directory\\\\\n\
117,2,2,FALSE,--pod-manifest-path=/etc/kubernetes/manifests \
118,1,1,FALSE,"@likered bash is not in the container,.. try sh"
119,1,1,FALSE,"My cluster have 1 master and 2 nodes, but in local network"
120,1,1,FALSE,"@pl @walteraa uh i expected it wouldn't be so complex (vs simple, not hard)."
121,2,2,FALSE,https://kubernetes.io/docs/concepts/cluster-administration/networking/
122,1,1,FALSE,"I've just added a new namespace, and tried to helm install stuff there, and got the error Error: release jenkins-stg failed: User system:serviceaccount:kube-system:default cannot get namespaces in the namespace jenkins. (get namespaces jenkins). I've looked through the RBAC docs, but don't see anything about needing to add perms to the default role for new namespaces. Has anyone run into this before?"
123,2,1,TRUE,limits:
124,1,1,FALSE,"hmm, Error from server: Get https://sugi:10250/containerLogs/default/my-nginx-217742694-7xh18/my-nginx: dial tcp 127.0.1.1:10250: getsockopt: connection refused"
125,1,1,FALSE,Arghhh... not exactly the automated approach I was hoping for
126,2,1,TRUE,lifecycle:
127,1,1,FALSE,this is the sync tool
128,2,2,FALSE,FSType: ext4
129,1,1,FALSE,"with curl on :5000 I get connection refused, and :31974 waits"
130,1,1,FALSE,Try looking at the logs for the pod with kubectl logs my-nginx-217742694-7xh18
131,1,1,FALSE,What are everyones thoughts on https://www.theverge.com/2017/10/25/16538834/amazon-key-in-home-delivery-unlock-door-prime-cloud-cam-smart-lock
132,1,1,FALSE,"Hello everybody, did someone face hanging while k8s starting when you disconnect Ethernet cable on a master Node? If I connect the Ethernet cable and start the machine, everything is ok. I'm running on centos 7.4 and k8s 1.8.1. Looking at logs I found ca-registration failure and etcd container is down. Any suggestion? Tks in adavamce"
133,1,1,FALSE,I seem many file for docker.service
134,1,1,FALSE,"Ty, yeah I noticed that. Was hoping to avoid creating multiple files. This way I could create an empty template file for people who manage secrets and I don't have to show them how to base64 encode the values (I'd like the --from-file option do it for me)"
135,1,1,FALSE,"You can use JDBC like jdbc:postgresql://pgmaster.default.svc.cluster.local:5432/dbname to connect in the postgres pod, but the POD A *will not able* to perform a ICMP request to Pod B if the Pod B through the service."
136,1,1,FALSE,I see
137,1,1,FALSE,The contrib one. I think it's miles better. (And at least in my experience I haven't had to change any config for WebSockets to work.)
138,1,1,FALSE,"https://kubernetes.io/docs/concepts/cluster-administration/networking/#summary has a good overview - in short, k8s assumes that all pods have an IP and all pod IPs are routable from the whole cluster. The various networking options can make this happen in different ways."
139,1,1,FALSE,"kdockery, maybe you can help with another issue that I pasted earlier then, https://bpaste.net/show/321a1140ae59 :-deg"
140,1,1,FALSE,@kwladyka You should use jq lib
141,1,1,FALSE,"btw u were right. k8s' command is docker's entrypoint, but u probably were missing the cmd itself"
142,1,1,FALSE,how do you configure them then? Kubes allows you to attach PD manually in pod
143,1,1,FALSE,"Hey, @foxie. Is there a specific issue you had with it? We're considering testing soon."
144,1,1,FALSE,Does anyone know why I would keep getting NodeUnderDiskPressure as the reason a pod can't be deployed? that particular node doesn't have any disk activity
145,2,2,FALSE,command: $x
146,1,1,FALSE,"@liggetm oh yay, happy to chat wherever makes the most sense. Happy to discuss use-case."
147,1,1,FALSE,neither*
148,2,2,FALSE,pid /run/nginx.pid;
149,2,2,FALSE,22h 1s 9 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 15; reason: Current number of replicas above Spec.MaxReplicas
150,1,1,FALSE,I did what you told me but it seems it didn't work either
151,1,1,FALSE,"hi guys, I'm trying to increase the size of an EBS volume. Anyone have any tips on how I should go about copying over existing data to a new larger EBS volume and then changing the PVC to use the new larger volume?"
152,1,1,FALSE,"@dastan i believe it, or kubelet may try to enable the module"
153,1,1,FALSE,"I need to use prometheus for that so I guess I have to change the port to 9090, right?"
154,1,1,FALSE,you can try simple docker run imagename bash -c /tmp/setup.sh
155,1,1,FALSE,"Guys, I'm at my wits end. I've mounted local storage as (/app/session) and I can mkdir a folder (/app/session/bar), but not change its permission and I don't have permission to the folder I just made, so I can't make another sub-folder (/app/session/bar/foo). *mounted as so:* $ minikube mount /sdl/mount:/mount-9p *container spec:* volumeMounts: - mountPath: /app/session name: session-volume *deployment spec* volumes: - name: session-volume hostPath: path: /mount-9p/session *Dockerfile seems correct for every container* RUN [mkdir, -p, /app/session, /app/common] RUN [chown, -R, daemon:daemon, /app/session, /app/common] VOLUME [/app/session, /app/common] *Permissions are correct*sdl git:(master)ls -l /sdl/mount total 0 drwxrwxrwx 10 rajbains wheel 340 Oct 26 15:25 common drwxrwxrwx 11 rajbains wheel 374 Oct 26 15:06 session drwxrwxrwx 3 rajbains wheel 102 Oct 24 18:04 user-data"
156,2,2,FALSE,config:256
157,1,1,FALSE,I have : kube-system kube-controller-manager-gm2-master1 1/1 Running 0 1d kube-system kube-controller-manager-gm2-master2 1/1 Running 0 1d kube-system kube-controller-manager-gm2-master3 1/1 Running 0 1d
158,1,1,FALSE,"yes, restartPolicy is done at the pod layer, not the deployment or job layer."
159,1,1,FALSE,"wow that is not bad at all, thanks for sharing. Which technologies do these projects rely on and is it ok to assume you are using a pre build reload experience when changing code to have this?"
160,1,1,FALSE,Anyone know if there's a way to contact the steering committee?
161,1,1,FALSE,"if u run /bin/sh I don't think the pod will stay alive, should it?"
162,1,1,FALSE,try launching it via docker without kube
163,1,1,FALSE,"@U7N4JEF9U Either change cgroup driver of docker to systemd, or better change kubelet cgroup driver to cgroupfs"
164,1,1,FALSE,what if node fails on which this bot is running? it sends afterwards?
165,1,1,FALSE,We need to see what node selector you are using.
166,1,1,FALSE,@U7N4JEF9U The docker driver. perhaps in docker.service
167,1,1,FALSE,yupp
168,1,1,FALSE,"I restarted the master just to eliminate that something in it was wrong, and then I did some serious pod-o-cide and killed many of them so they would get rescheduled"
169,1,1,FALSE,well crap. I tried
170,2,2,FALSE,kris-mbp:virtualbox-cluster kris$ kubectl --kubeconfig=./config apply -f pv-test.yaml
171,1,1,FALSE,higher than 30000 actualkly
172,2,2,FALSE,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.858324 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54062: remote error: tls: bad certificate
173,1,1,FALSE,I don't think you should have to manually change that. Networking should handle the IP allocation automatically.
174,2,1,TRUE,ERROR: logging before flag.Parse: W1026 21:48:07.659839 1 server.go:64] Error getting metrics from dnsmasq: read udp 127.0.0.1:57988->127.0.0.1:53: read: connection refused
175,1,1,FALSE,"yeah, can define role cluster-wide with a ClusterRole, grant it locally with a RoleBinding"
176,2,1,TRUE,tolerations:
177,1,1,FALSE,@walteraa does the firewall need to know about the overlay network used for k8s? or does it encapsulate?
178,1,1,FALSE,"@high_on_bananas okay, np"
179,1,1,FALSE,"Hmm, then the port would be fixed, that may be the answer"
180,1,1,FALSE,hello is posible upgrade kubernetes cluster in Centos 7 1.5 baremetal to 1.6???
181,1,1,FALSE,"No, you're totally wrong."
182,1,1,FALSE,"@U7MJLP5CL, you can see full list of supported annotations here: https://github.com/kubernetes/kubernetes/blob/v1.8.0/pkg/cloudprovider/providers/aws/aws.go#L83"
183,1,1,FALSE,does anyone here has implemeted kubernetes federation already ?
184,1,1,FALSE,either i am blind or i dont understand the concept of k8s I wrote a deployment.yaml that should consist two different containers that are not on the same pod. but both are started in the same pod. what am i getting wrong here?
185,1,1,FALSE,fixed it
186,1,1,FALSE,hello. am i able to use kubectl to get/edit ExternalAdmissionHookConfigurations?
187,2,2,FALSE,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: Error: failed to run Kubelet: could not init cloud provider aws: error finding instance i-0d01f6f07e33605e3: error listing AWS instances: \RequestError: send request failed\\ncaused by: Post https://ec2.us-east-1.amazonaws.com/: dial tcp: lookup ec2.us-east-1.amazonaws.com on [::1]:53: read udp [::1]:36716->[::1]:53: read: connection refused\
188,2,2,FALSE,http:
189,1,1,FALSE,"but svc will expose internal clusterIP, not ?"
190,1,1,FALSE,"When i google it, the only solution people seem to provide is increasing ELB timeout. Even after increasing it, i see the above error. Any suggestions of how to connect to etcd with flannel? I am able to curl from the worker node without issues"
191,2,2,FALSE,kind: Config
192,1,1,FALSE,Do anyone know is there a way to access cluster with token ( and a way to generate it ) instead of whole kubeconfig ?
193,1,1,FALSE,gimme a sec
194,2,2,FALSE,kind: PersistentVolumeClaim
195,1,1,FALSE,You must install a pod network add-on so that your pods can communicate with each other. could that be a cause?
196,2,1,TRUE,i/o timeout
197,1,1,FALSE,"Ahhh, good question. Let me see what I can find."
198,1,1,FALSE,Self signed in my case
199,2,2,FALSE,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.243788 1194 tags.go:76] AWS cloud filtering on ClusterID: test178
200,1,1,FALSE,Deployment looks at the Pod api object
201,1,1,FALSE,"@U7Q1KJCG0 Does your manifest have the kind: PersistentVolume line uncommented, and without any dashes in front of it?"
202,1,1,FALSE,They don't have the same ip
203,1,1,FALSE,@U7LULHTJL you should take a look at GitlabCI as well. My experience has been very good so far.
204,1,1,FALSE,let me restart all deamon and
205,1,1,FALSE,kubernetes cluster
206,1,1,FALSE,"gotchya, okay thanks for clarifying, that makes sense now."
207,1,1,FALSE,does not list them
208,1,1,FALSE,"Guys, is there any reference about cron jobs schedule time? In the official documentation uses schedule: */1 * * * * and tells that it schedule the job each 1 min"
209,1,1,FALSE,I decided to write this post after struggling to find documentation on how to write a Kubernetes operator that went through the code with...
210,1,1,FALSE,but some of the docks on ingress only we can assign hostname for redirection backend paths
211,1,1,FALSE,after 1.12.6 Docker also changed how nat rules are generated so you would guaranteed have trouble
212,2,2,FALSE,name: wiki-config
213,1,1,FALSE,yep!!
214,1,1,FALSE,"a python flask app, nothing interesting"
215,1,1,FALSE,"i *do* build the containers, but it doesn't really matter"
216,2,2,FALSE,root 1 0.0 0.6 200856 6480 ? Ssl 16:55 0:00 ./price-project
217,2,2,FALSE,Error from server (AlreadyExists): error when creating cockroachdb1.yaml: statefulsets.apps cockroachdb already exists bo0m3r31337smbp:cockroachDbKubes bo0m3r31337$ kubectl get statefulset No resources found. bo0m3r31337smbp:cockroachDbKubes bo0m3r31337$ kubectl de
218,2,1,TRUE,user root
219,1,1,FALSE,@3molo
220,2,2,FALSE,volumeMounts:
221,1,1,FALSE,looks like to Google counterpart of AWS EBS
222,1,1,FALSE,"if you just want to explore the filesystem you can also ssh to the node and dig up the actual mount... it's cumbersome, but possible."
223,1,1,FALSE,PATH may not work unless you have a working shell!
224,1,1,FALSE,Hey @bo0m3r31337! That's right. So Installed kubectl inside the container and i found the secret token at /var/run/secrets/kubernetes.io/serviceaccount/token. But i'm not really sure where to go from there.
225,1,1,FALSE,"unfortunately that doesn't seem to be the issue. Tried it with one, two and four extra spaces and got the same result"
226,2,1,TRUE,bo0m3r31337smbp:cockroachDbKubes bo0m3r31337$ kubectl delete statefulset cockroachdb error: timed out waiting for cockroachdb to be synced
227,1,1,FALSE,secrets
228,1,1,FALSE,@mettjus yes I wanted to happen this automatically. I don't want to delete nor drain.
229,1,1,FALSE,"hmm, shouldnt I delete this pod first? and try all over again?"
230,1,1,FALSE,kibana must also have xpack if your ES cluster has that
231,1,1,FALSE,well kpod ps said exactly no output for one
232,1,1,FALSE,"well, i have a google app that i need to deploy and my environment is mixed with gce and gke structure, i have two php nodes that i use on the gce that needs to comunicate with couple of apps that i want to store on gke... in another words, i have php app on gce that want to acces reddis nodejs and elasticsearch on gke cluster. i need to expose local ip from the service that i use for the apps in kubernetes i can comunicate with the pods in kubernetes but that wil not solve my problem because what if i need to add another pod, so it means i want to comunicate with the service(loadBalancer) that comunicates with the pods of the exact app... some help please or some solution about that,"
233,2,2,FALSE,command: [bash]
234,2,2,FALSE,Type: GCEPersistentDisk
235,1,1,FALSE,Your service doesn't have to be any different
236,1,1,FALSE,thanks!
237,1,1,FALSE,i was also wondering what that is
238,2,2,FALSE,rajbains wheel 340 Oct 26 15:25 common drwxrwxrwx 11 rajbains whe
239,1,1,FALSE,"Absolutely, that's entirely what we will be using Roles and RoleBindings for, however, we still need some sort of cluster-admin type role that's limited to create/update/delete at the namespace level and setup those per-namespace Bindings. That's what I'm mainly interested in limiting, everything else makes sense."
240,1,1,FALSE,thanks a lot for help!
241,2,1,TRUE,22h 4m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 16; reason: cpu resource utilization (percentage of request) above target
242,1,1,FALSE,"That is a big question.. look at the loadbalancer in services, but you need an ELB for that.."
243,1,1,FALSE,anyone seen this before? (kubelets have --max-pods=X and --pod-cidr=)
244,1,1,FALSE,@stephenenelson ok thankyou
245,2,2,FALSE,app: pricelabel-app
246,1,1,FALSE,"Yeah, so maybe DNS isn't exactly the issue, but your pod and the kubernetes service shouldn't have the same IP so there's something weird with your networking."
247,1,1,FALSE,How to satisfy Ingress Certificate and Key requirements? Do I need to chain? I am getting error: failed to load key pair tls: private key does not match public key when doing:
248,1,1,FALSE,"I still have kube-proxy stuck in Init, anyone an idea how to fix that?"
249,1,1,FALSE,"this init my script in PID 1, but it doesn't work."
250,1,1,FALSE,"that's a fine entrypoint if you're using kubectl run -it and want an interactive pod for a short bit, but it won't stay running (as you saw) and will immediately exit. You might be better doing the old classic sleep/wait thing to hold it there (what @mettjus suggests)"
251,2,2,FALSE,- -c
252,2,2,FALSE,http://bfy.tw/Ehui
253,1,1,FALSE,yeah
254,1,1,FALSE,aww.
255,1,1,FALSE,"from my understanding defaul ttl for events is 1h (should be configurable on apiserver). that could be the reason for Events: <none>. maybe u could delete the statefulset and recreate it, then describe. not sure at all if that will help"
256,1,1,FALSE,"@U7L73A2RE I set up a bare metal machine with Ubuntu 17, and put docker on it. Now I am going through the Udacity tutorial on Kubernetes. It's pretty good"
257,2,1,TRUE,"7s 5s 2 kubelet, spec.containers{ares} Normal Created Created container 6s 4s 2 kubelet, spec.containers{ares} Normal Started Started container 2s 1s 2 kubelet, spec.containers{ares} Warning BackOff Back-off restarting failed container 2s 1s 2 kubelet, Warning FailedSync Error syncing pod"
258,2,1,TRUE,kind: Deployment
259,2,2,FALSE,current-context: default
260,1,1,FALSE,"Hi, I am trying to run a command inside a pod by kubectl run podname --image=imagename --port=80 --image-pull-policy=IfNotPresent --command -- bash -c /tmp/setup.sh but my pod goes continously in crashloopbaack state. However if I start a pod by kubectl run podname --image=imagename --port=80 --image-pull-policy=IfNotPresent --command and then do kubectl exec -ti podname-597fdb98d9-z5xvx -- bash -c /tmp/setup.sh the specified command works. Does anyone know how to fix this issue?"
261,1,1,FALSE,and ? just check yaml syntax ?
262,1,1,FALSE,@lukas.dolezal but then it will cause more issues in my case ...
263,1,1,FALSE,I removed the volume part and added the volumeClaimTemplates
264,1,1,FALSE,remember to use the NODEIPADDDRESS
265,1,1,FALSE,Is it possible to specify multiple secrets in an file and use the kubectl create secret --from-file option?
266,1,1,FALSE,This is in the namespace prometheus in cluster-1
267,1,1,FALSE,"Actually it is the template stuff that is really cool. You write generic chart and then one or more config.yaml more specialized to your env (prod, staging,...). We actually written once when we were on marathon but here helm is cooler, with a linter, handle rolling updates, and stuff I don't know about yet"
268,1,1,FALSE,tolerations????
269,1,1,FALSE,I don't want that. I want a new container/pod provisioned.
270,1,1,FALSE,@U7LULHTJL lots of stuff could be done with GCE cloudbuild
271,1,1,FALSE,do you have dns addon?
272,1,1,FALSE,"nice, thanks!"
273,2,2,FALSE,SIGTERM
274,1,1,FALSE,what does the volume in the pod look like?
275,1,1,FALSE,https://github.com/roffe/kube-login is a extended example-app based on the one DEX has made to let one template the token page
276,1,1,FALSE,ingress has to be placed in the namespace where it's service is afaik
277,1,1,FALSE,awesome @smerrill
278,2,1,TRUE,replicas: 1
279,1,1,FALSE,that authority certificate should be referred into kube config file
280,1,1,FALSE,documetation wasn't clear enough to me tbh and in many blogs i saw Certs and TLS being used at the same time
281,1,1,FALSE,"so, until reaper deletes the pod api object, deployment will not restart"
282,2,2,FALSE,^
283,1,1,FALSE,Strange.
284,1,1,FALSE,"The above error should come, when the api server is presenting a certificate which is NOT signed by the entity specified in certificate-authority"
285,1,1,FALSE,running.
286,1,1,FALSE,"kdockery, https://bpaste.net/show/548efe3325bb this is what I get now"
287,1,1,FALSE,"nope it cant, but I would helm install honestbee / drone or any DEIS product with it"
288,1,1,FALSE,the simplest thing ever
289,1,1,FALSE,do you controller examples
290,1,1,FALSE,Are they on the same L2 network?
291,1,1,FALSE,"this is in dev in minikube, so no SSL"
292,2,1,TRUE,"error: unable to recognize cron-job.yaml: no matches for batch/, Kind=CronJob"
293,2,1,TRUE,dial tcp 10.210.0.1:443: i/o timeout
294,1,1,FALSE,"Sure Avinogradov , thank you"
295,1,1,FALSE,"Moving here, minikube is quiet"
296,1,1,FALSE,i use shell aliases and separate kubeconfig files
297,1,1,FALSE,I have given it a existing public ip in a different resource group then my current one but it's not creating a lb
