id,source,text,rater1,rater2
114,mozilla,verified fixed using the testcases and Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9pre) Gecko/2008041217 Minefield/3.0pre ID:2008041217 +  Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9pre) Gecko/2008041304 Minefield/3.0pre no crash on testcases.,NL,NL
115,mozilla,Steps to Reproduce:,NL,NL
116,mozilla,"document.getElementById(""""togglePasswords"""").label = kSignonBundle.getString(""""showPasswords"""");",Not,Not
117,mozilla,Updating summary to reflect subject of the bug and changing component. This is probably a dupe of an existing bug.,NL,NL
118,mozilla,"I found bugs like bug 144432, but they refer to a slightly different problem.",NL,NL
119,mozilla,1. Just visit sites with lots of GIFs and make sure they're rendering ok.,NL,NL
120,mozilla,::: accessible/tests/mochitest/states/test_inputs.html,Not,Not
121,mozilla,"through or by the JS component's code.  We need to report them somewhere, rather",NL,NL
122,mozilla,"Setting milestone to M11 and setting it to blocker. Vidur, apologies for setting",NL,NL
123,mozilla,"I managed to reproduce this issue on Firefox 44 RC and on Windows 10 x86, using the STR from Comment 15.",NL,NL
124,mozilla,"Risk to taking this patch (and alternatives if risky): Low. The interface of |libfdio.so| is changed, but currently the only client that uses it is |bluetoothd|.",NL,NL
125,mozilla,Build: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4b) Gecko/20030521 Mozilla,Not,Not
126,mozilla,TestRunner:  Starting test 51:EventTimestamp with timeout 30000,Not,Not
127,mozilla,"76162 seems to suggest that the list is small, there are only a few sites added",NL,NL
128,mozilla,"Thanks Gareth. Some of the abstraction style did feel a bit off for me as well, but I guess I was too happy to enable another test :)",NL,NL
129,mozilla,27 	xul.dll 	nsAppShell::Run 	widget/src/windows/nsAppShell.cpp:258,Not,Not
130,mozilla,"attinasi, is the sr complete? who's to set the target milestone for this?",NL,NL
131,mozilla,"Actual results: the words """"Export options"""" appear in the lower *left*",NL,NL
132,mozilla,02:06:20 INFO - CPU: arm,Not,Not
133,mozilla,https://reviewboard.mozilla.org/r/14659/#review13243,Not,Not
134,mozilla,16386[81f9b48]: nsHttpConnection::Init [this=83ea548],Not,Not
135,mozilla,TE  --> T/m,Not,Not
136,mozilla,libmozjs.so + 0x2e99f (0x4004699f),Not,Not
137,mozilla,"It does run slower, but not as slow as on Linux. I'm just compiling a debug build on Linux and will try with gDumpRepaintRegionForCopy=1 shortly.",NL,NL
138,mozilla,nsXULDocument::ContentRemoved,Not,Not
139,mozilla,1. In nsOfflineCacheUpdate - the #manifest and #dynamic keys were changed to use asciiSpec base,NL,NL
140,mozilla,!= NULL' failed,Not,Not
141,mozilla,-pretxnchangegroup.renamecase = python:mozhghooks.prevent_case_only_renames.hook,Not,Not
142,mozilla,before the User Agent Components are intialized (via InitUserAgentComponents()),NL,NL
143,mozilla,Two additional comments.,NL,NL
144,mozilla,e: {,Not,Not
145,mozilla,1) Start apprunner.exe,NL,NL
146,mozilla,why remove the assertion?,NL,NL
147,mozilla,"0x7f12136f3ff8 """"/moz/aboutstartup3/js/src/jscntxtinlines.h"""", ln=541)",Not,Not
148,mozilla,To repro: View URL.,NL,NL
149,mozilla,"+    gfxFontGroup *CreateFontGroup(const nsAString &aFamilies,",Not,Not
150,mozilla,libIDL-0.8.2-1,Not,Not
151,mozilla,(uninteresting screenshot),NL,NL
152,mozilla,************************************************************,Not,Not
153,mozilla,5.  See page load.,NL,NL
154,mozilla,"""""I think this is because the tab code in global/bindings/tabbox.xml isn't",NL,NL
155,mozilla,22:17:18     INFO -  INFO TEST-END: /home/cltbld/talos-slave/test/build/tests/marionette/tests/dom/icc/tests/marionette/test_stk_proactive_command.js Fri Feb 22 2013 19:14:07 GMT-1100 (SST),Not,Not
156,mozilla,*** Bug 114327 has been marked as a duplicate of this bug. ***,NL,NL
157,mozilla,"Sure thing, Gijs. I'll make those changes now and continue working on the tests after submitting the patch you need for 52.",NL,NL
158,mozilla,"21:41:16     INFO -  nsDocumentOpenInfo::OnStartRequest(nsIRequest*, nsISupports*) [uriloader/base/nsURILoader.cpp:260]",Not,Not
159,mozilla,I agree that this is clearer.,NL,NL
160,mozilla,This could be bug 223287,NL,NL
161,mozilla,Actual results:,NL,NL
162,mozilla,* No tests -yet- until we validate this approach,NL,NL
163,mozilla,Is there any chance that this can be fixed on the 1.4 branch,NL,NL
164,mozilla,Over to Rick who's going to make the first cut at this.,NL,NL
165,mozilla,"0x00000000, const char * 0x0164abb8, const char * 0x02d6c9ac, const char *",Not,Not
166,mozilla,"Looks good to me, can you be sure to fix the unit tests before landing? Thanks!",NL,NL
167,mozilla,"then move the mouse below the textbox, it selects up to the char parallel",NL,NL
168,mozilla,+,Not,Not
169,mozilla,Other interesting questions:,NL,NL
170,mozilla,"document.write('<a href=""""http://ads.web.aol.com/link/64000755/html?",Not,Not
171,mozilla,I'm flagging Wilfred to ensure we can get this into the backlog. This is crazy.,NL,NL
172,mozilla,Reproducible: Always,NL,NL
173,mozilla,"bug 221593 has a windows patch, maybe this can be used for os/2 as well",NL,NL
174,mozilla,Regression: Mozilla-Inbound-Non-PGO - Talos Page Switch - WINNT 5.1 (ix) - 19.5% increase,Not,Not
175,mozilla,"Sorry for not replying here anymore, I was busy with exams and doing stuff for my youth movement :)",NL,NL
176,mozilla,"This is a mass search of unconfirmed bugs that have no activity on them, so if you feel a bug was marked in error, just remove the CLOSEME comment in the whiteboard within the next month.",NL,NL
177,mozilla,1. install Firefox 1.0PRE,NL,NL
178,mozilla,"- it would seem fairly intuitive to click on the icon to perform search with the associated engine. """"Click on the Google icon to search Google""""",NL,NL
179,mozilla,Verified fixed in Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1a1pre) Gecko/2008062603 Minefield/3.1a1pre,Not,Not
180,mozilla,Our dialog can explain that [shift]ctrl-tab and [shift]F6 are now being,NL,NL
181,mozilla,"nsWindow::ProcessMessage(unsigned int,unsigned int &,long &,long *) (in xul.pdb)",Not,Not
182,mozilla,problem) so I believe in second order this host lookup problem could come,NL,NL
183,mozilla,"the official version is the English version.  BTW, that's a paraphrase - the",NL,NL
184,mozilla,"I don't think the awesomebar is affected by this either way, since we explicitly decode URIs there.",NL,NL
185,mozilla,verified in 6/5 build.,NL,NL
186,mozilla,When i tried to kill the process via command line with taskkill,NL,NL
187,mozilla,And pressing the Cancel button (which doesn't close the window):,NL,NL
188,mozilla,- Could use some with how this breaks down into engineering bugs beyond those we already have on file,NL,NL
189,mozilla,to the beta may allow you to use the web interface.,NL,NL
190,mozilla,"If we do that, shared-permanent properties with native getter-setter, where we use such to avoid an extra property, can't be used to implement ECMA-specified behavior -- not when there's no way to distinguish native-getter-setter-as-optimization from native-getter-setter-as-dynamic-behavior.  For example, the length property of functions is required to be exposed as a data descriptor.  This patch -- as currently written -- would do that.  I guess it lies for the descriptors that have native getters.",NL,NL
191,mozilla,Since that event doesn't do batching we should probably implement batching with a WeakMap (e.g. using the document as the key) so we don't show the same error more than once per document.,NL,NL
192,mozilla,"The unused enum is harder. I think the issue is that because we don't have external crate support in the build system, we're compiling our byteorder dependency as a module instead of a crate. That means that just declaring items public isn't sufficient to show them as used because they're no longer exported. Therefore anything we don't call ourselves generates an dead_code warning. I'm not sure what do do about that. We could try to strip that section, but that makes updates messy.",NL,NL
193,mozilla,Android CPU ABI	armeabi-v7a,Not,NL
194,mozilla,Needinfo :wayne to help with comment #3,NL,NL
195,mozilla,FAIL: Busted: ts_cold_generated_max,Not,Not
196,mozilla,"So, more tests are good.",NL,NL
197,mozilla,Another thing is that when you force mozilla to maximize while in fullscreen,NL,NL
198,mozilla,"-- 4xp -- (this works in NS 4.x, Helvetica/sans-serif doesn't, but this is only",NL,NL
199,mozilla,Integrated in Mozilla with minor tweaks.,NL,NL
200,mozilla,"* In particular, never accept text/* (except maybe text/plain if that is currently common) or other nonsense-for-fonts content types.",NL,NL
201,mozilla,If I'm correct the normal format to pass a username and password:,NL,NL
202,mozilla,"Hmm, I guess on the one hand I can understand the desire for a consistent behaviour across all of Mozilla's products. On the other hand, I'd like to argue that there's also the consistency across the Android platform to be considered.",NL,NL
203,mozilla,"19:43:18     INFO -   1  xul.dll!mozilla::TrackUnionStream::ProcessInput(__int64,__int64,unsigned int) [TrackUnionStream.h:ef40d40dd8c9 : 77 + 0x25]",Not,Not
204,mozilla,Review of attachment 8688627:,NL,NL
205,mozilla,3. look at the bootom of pages for overlaping row,NL,NL
206,mozilla,pexit:  14,Not,Not
207,mozilla,Have to manually use mouse to click... or the Alt key to access the menu bar.,NL,NL
208,mozilla,automated report - http://www.mathies.com/mozilla/bug1116884.txt,Not,NL
209,mozilla,User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20130320 Firefox/21.0,Not,Not
210,mozilla,"User-Agent:       Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/125.4 (KHTML, like Gecko) Safari/125.9",Not,Not
211,mozilla,rv = uuidgen->GenerateUUIDInPlace(&uuid);,Not,Not
212,mozilla,1) Update a Aries to 20151208121557,NL,NL
213,mozilla,"No, the HTML editor just has a dummy implementation:",NL,NL
214,mozilla,Firmware Version: L1TC10011800,Not,NL
215,mozilla,"I was not able to uplift this bug to v1.2.  If this bug has dependencies which are not marked in this bug, please comment on this bug.  If this bug depends on patches that aren't approved for v1.2, we need to re-evaluate the approval.  Otherwise, if this is just a merge conflict, you might be able to resolve it with:",NL,NL
216,mozilla,blizzard- on the patch,NL,NL
217,mozilla,Sorry I didn't answer earlier to your responses as I somehow didn't get any,NL,NL
218,mozilla,Jeff et al: some more info.  The DOM itself does not appear to hold this,NL,NL
219,mozilla,"after fix for the """"view page source"""" crash, a """"view page source"""" on a trunkated",NL,NL
220,mozilla,Actual results:,NL,NL
221,mozilla,"nsEventListenerManager::HandleEventSubType  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/content/events/src/nsEventListenerManager.cpp, line 1655]",Not,Not
222,mozilla,reflow: 0.24ms,Not,Not
223,mozilla,"Might be related: holding middleclick button on a normal webpage makes the autoscroll image jump around the webpage, like it's sending the middleclick button event again.",NL,NL
224,mozilla,Checking in regress-341821.js;,NL,NL
225,mozilla,xpos -= (screenViewLocX + mRect.width) - screenRightTwips;,Not,Not
226,mozilla,See David's review comment in bug 921892. We should test that we treat v1 roots as isCA==true and other v1 certificates as isCA==false.,NL,NL
227,mozilla,https://treeherder.mozilla.org/logviewer.html#?job_id=32898128&repo=mozilla-inbound,Not,Not
228,mozilla,User-Agent:       Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; MSN 6.1; MSNbMSFT; MSNmen-ca; MSNc00; v5m),Not,Not
229,mozilla,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; de-DE; rv:1.7.5) Gecko/20041122 Firefox/1.0,Not,Not
230,mozilla,Sucks if you wanted to keep some of those links.,NL,NL
231,mozilla,what happens w/ images off? [i suspect htmltables],NL,NL
232,mozilla,"Roland, can you please share what was the number you used and the number with international prefix you got?",NL,NL
233,mozilla,BuildID: 20140514024003,Not,Not
234,mozilla,"Does Win10 actually send WM_WINDOWPOSCHANGING to windows even when """"accent color change"""" only?",NL,NL
235,mozilla,"int 1, nsCollapsingMargin & {...}, int 1, nsMargin & {...}, unsigned int & 0)",Not,Not
236,mozilla,Java: J2RE v. 1.3.1_01a,Not,Not
237,mozilla,"However, I wonder (along the lines of alecf's comments) why these checks aren't",NL,NL
238,mozilla,"Not that I've heard, but I only go back so far... :)",NL,NL
239,mozilla,button? I think it can be categorized as not horrible though quite annoying...,NL,NL
240,mozilla,"vec4 temp = texture2D(uSamplerUnused, vec2(vTextureCoord.s, vTextureCoord.t)); // *",Not,Not
241,mozilla,"I do not believe that this is a duplicate of bug 594500. This bug refers to touchpad scrolling, and that one refers to the mouse wheel. The circumstances also appear different, because it seems that the symptoms of the mouse wheel can be resolved at least partially without closing all pdf tabs in the window. The touchpad will not work outside of pdfs until all pdfs are closed.",NL,NL
242,mozilla,Environmental Variables:,NL,NL
243,mozilla,Gecko: 9b9aad4197d9,Not,Not
244,mozilla,const - that might be why you forgot to free it :-) feel free to fix that as,NL,NL
245,mozilla,https://hg.mozilla.org/mozilla-central/rev/8294084bb6fa,Not,Not
246,mozilla,https://hg.mozilla.org/integration/mozilla-inbound/rev/c6ca2340a718,Not,Not
247,mozilla,fails whenever we use any video controls. details as follows:,NL,NL
248,mozilla,"2. Load https://www.youtube.com/watch?v=2fFYObYJG1k , seek to near the end, play to end.",NL,NL
249,mozilla,I should try with v188 to see if that makes a difference...,NL,NL
250,mozilla,Sorry for the typo. Type is privileged.,NL,NL
251,mozilla,"As Gabriele mentioned in comment 15, I think our current design is acceptable. PIN/PUK code input screen appears at various places, for example, entering Message will trigger the screen, at this point, making emergency call is not what user intends to do. As a result, emphasizing """"you can still make emergency call when SIM is locked"""" would seem unnecessary and further complicates the PIN/PUK screen. Thanks!",NL,NL
252,mozilla,line 3581],Not,Not
253,mozilla,chrome://glob,Not,Not
254,mozilla,"The only styles in there is the """"bgcolor=white"""", which is displaying correctly. Did you link to the correct page? Resolving this as INVALID since the page is displaying fine, until I hear otherwise.",NL,NL
255,mozilla,"But you're right: in general, we need to have the same policy for Android, FX OS, and our desktop browser, and that's something we're trying to figure out right now. This is something we would need to agree on with the privacy team.",NL,NL
256,mozilla,Vendor ID: 0x8086,Not,Not
257,mozilla,bottom of the query list page.,NL,NL
258,mozilla,"Or even more precisely, the sessionstore slowdown is not quite 2x; more like 1.5x, on the slower path.  But still there.",NL,NL
259,mozilla,"Type in the """"Get Quote:"""" field a stock name, e.g. CSCO and press go",NL,NL
260,mozilla,"Microsoft H.261 Video Codec,0x00200000,1,1,qcap.dll,6.05.3790.3959",Not,Not
261,mozilla,Bisection found Bug 1279503 - part 2 Push Notifications don't work in e10s depending on process configuration,NL,NL
262,mozilla,"@@ +1166,5 @@",Not,Not
263,mozilla,where this is being leaked from then a plus is a possibility. putting on minus,NL,NL
264,mozilla,Firefox crashes back to my desktop and offers to send an error report.,NL,NL
265,mozilla,XREMain::XRE_mainRun() (in xul.pdb),Not,Not
266,mozilla,"Also, page JS execution halts rather than getting a catchable exception.",NL,NL
267,mozilla,"Duh, the reason the stack depth is 2 when the error is being reported is super-simple: JSOP_MOREITER does a PUSH_NULL() right away, so any error from its implementation will find the post-op stack depth, not the pre-op that is expected by bytecode analysis up to but not including that op.",NL,NL
268,mozilla,It's set to false for testing.,NL,NL
269,mozilla,* Fixes bug in nsGlobalWindow::DisableDeviceSensor where we call through to RemoveWindowListener while there are still valid listeners,NL,NL
270,mozilla,"#1  0x401a21a0 in pthread_cond_wait (cond=0x80ae354, mutex=0x80ae36c)",Not,Not
271,mozilla,20:38:55 INFO - sp = 0x5c7fa0f8 lr = 0x63a87cf5 pc = 0x63a87cf5,Not,Not
272,mozilla,Update URL for test cases created for this user story. Dialer suite will be selected and tested as well.,NL,NL
273,mozilla,"Date: Wed, 22 Mar 2006 20:43:34 GMT",Not,Not
274,mozilla,"oh yeah, that seems to be a problem with the progress curtain showed. I've found the same problem also in the Contacts 'Loading Contacts' screen.",NL,NL
275,mozilla,the value returned is a framebuffer value it shouldn't be gamma corrected.,NL,NL
276,mozilla,http://bugzilla.mozilla.org/show_bug.cgi?id=104663#c0,Not,Not
277,mozilla,"Oops, backed out because of silly jsuword/uint64 incompatibility on 64-bit osx64:",NL,NL
278,mozilla,Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7) Gecko/20040510 Firefox/0.8.0+ (Darkstar),Not,Not
279,mozilla,For the current test case the 'changebar' texts should be aligned with the line,NL,NL
280,mozilla,"i can still see this problem using 2.0.0.9 , Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.9) Gecko/20071025 Firefox/2.0.0.9 ! doesn't work for me , Windows XP, please re-open",NL,NL
281,mozilla,It doesn't look like you addressed this.,NL,NL
282,mozilla,"If we can't get a handle on the sqlite crash, I can easily disable PGO when building sqlite.",NL,NL
283,mozilla,"""""Crucial"""" is a strong word, however I am of the firm opinion that authors should",NL,NL
284,mozilla,Either this patch or bug 801488's patches caused mochitest browser-chrome crashes on all platforms. Backed out.,NL,NL
285,mozilla,"Er, My Lord, they're coming from the hills.",NL,NL
286,mozilla,"aCommandName=0xbfea95cc """"cmd_insertHTML"""", aParams=0xb1156f18,",Not,Not
287,mozilla,line:,NL,NL
288,mozilla,I apologize if you feel that I was arrogant for trying to explain what may be going on with the additional problem you cited. I would like more info on that but that should be in another bug to prevent this bug if anyone decides to.,NL,NL
289,mozilla,16:27:17     INFO -  chrome://mochitests/content/browser/toolkit/components/thumbnails/test/browser_thumbnails_bg_destroy_browser.js:runTests:19,Not,Not
290,mozilla,12:41:44     INFO -  01-30 15:27:33.206    45    45 I Gecko   : MARIONETTE TEST RESULT:TEST-PASS | test_conference.js | call state - connected should equal connected,Not,Not
291,mozilla,"As you can see directly underneath the Submit button, the image was not",NL,NL
292,mozilla,"Peter, do you think you'll be able to take this one? Otherwise we need to find another owner.",NL,NL
293,mozilla,"Upon further review, the ARMv6 chips that support Thumb-2 don't support the entire instruction set. Better to restrict to ARMv7 and higher.",NL,NL
294,mozilla,after try https://tbpl.mozilla.org/?tree=Try&rev=43962b33583f,NL,NL
295,mozilla,"Hi Vicamo,",NL,NL
296,mozilla,return new Promise(resolve => manager.onFinished = resolve);,Not,Not
297,mozilla,"Anyway, I think the only place NS_ERROR_DOM_INVALID_STATE_ERR can come from is ScriptExecutorRunnable::ShutdownScriptLoader when aResult is false and mScriptLoader.mRv.Failed() is also false.  And as the comments there say, this can only happen if we totally fail to allocate the global in GetOrCreateGlobalScope() or if ScriptExecutorRunnable::Cancel gets called.",NL,NL
298,mozilla,"I went to java and downloaded 1.4.2_03, and both mozilla and 7.1 immediately",NL,NL
299,mozilla,Build Identifier: Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.6b) Gecko/20031213 Firebird/0.7+,Not,Not
300,mozilla,Reproducible: Always,NL,NL
301,mozilla,"However, I do not see why we should treat differently suggestions picked with",NL,NL
302,mozilla,Reduced case:,NL,NL
303,mozilla,13  @media not all and (-moz-physical-home-button) {,Not,Not
